candidate_id,base_candidate_id,target_horizon_hours,decision,reject_reasons,pre_may_pass,post_may_eligible
a7o_l1_C0107_0289__A7R_H8,a7o_l1_C0107_0289,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0107_0289__A7R_H12,a7o_l1_C0107_0289,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0107_0289__A7R_H24,a7o_l1_C0107_0289,24,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0107_0289__A7R_H48,a7o_l1_C0107_0289,48,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0107_0289__A7R_H72,a7o_l1_C0107_0289,72,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0107_0289__A7R_H96,a7o_l1_C0107_0289,96,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0111_0372__A7R_H4,a7o_l1_C0111_0372,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0111_0372__A7R_H8,a7o_l1_C0111_0372,8,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0372__A7R_H12,a7o_l1_C0111_0372,12,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0372__A7R_H24,a7o_l1_C0111_0372,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0372__A7R_H48,a7o_l1_C0111_0372,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0372__A7R_H72,a7o_l1_C0111_0372,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0372__A7R_H96,a7o_l1_C0111_0372,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0180__A7R_H4,a7o_l1_C0111_0180,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0111_0180__A7R_H8,a7o_l1_C0111_0180,8,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0111_0180__A7R_H12,a7o_l1_C0111_0180,12,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0111_0180__A7R_H24,a7o_l1_C0111_0180,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0180__A7R_H48,a7o_l1_C0111_0180,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0111_0180__A7R_H72,a7o_l1_C0111_0180,72,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0111_0180__A7R_H96,a7o_l1_C0111_0180,96,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0111_0193__A7R_H4,a7o_l1_C0111_0193,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0111_0193__A7R_H8,a7o_l1_C0111_0193,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0111_0193__A7R_H12,a7o_l1_C0111_0193,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0111_0193__A7R_H24,a7o_l1_C0111_0193,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0111_0193__A7R_H48,a7o_l1_C0111_0193,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0111_0193__A7R_H72,a7o_l1_C0111_0193,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0111_0193__A7R_H96,a7o_l1_C0111_0193,96,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0132_0193__A7R_H4,a7o_l1_C0132_0193,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0132_0193__A7R_H8,a7o_l1_C0132_0193,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0132_0193__A7R_H12,a7o_l1_C0132_0193,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0132_0193__A7R_H24,a7o_l1_C0132_0193,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0193__A7R_H48,a7o_l1_C0132_0193,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0193__A7R_H72,a7o_l1_C0132_0193,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0193__A7R_H96,a7o_l1_C0132_0193,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0757__A7R_H4,a7o_l1_C0132_0757,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0757__A7R_H8,a7o_l1_C0132_0757,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0757__A7R_H12,a7o_l1_C0132_0757,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0757__A7R_H24,a7o_l1_C0132_0757,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0757__A7R_H48,a7o_l1_C0132_0757,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0757__A7R_H72,a7o_l1_C0132_0757,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0757__A7R_H96,a7o_l1_C0132_0757,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0949__A7R_H4,a7o_l1_C0132_0949,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0949__A7R_H8,a7o_l1_C0132_0949,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0949__A7R_H12,a7o_l1_C0132_0949,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0949__A7R_H24,a7o_l1_C0132_0949,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0949__A7R_H48,a7o_l1_C0132_0949,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0949__A7R_H72,a7o_l1_C0132_0949,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0132_0949__A7R_H96,a7o_l1_C0132_0949,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0949__A7R_H4,a7o_l1_C0134_0949,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0134_0949__A7R_H8,a7o_l1_C0134_0949,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0134_0949__A7R_H12,a7o_l1_C0134_0949,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0134_0949__A7R_H24,a7o_l1_C0134_0949,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0134_0949__A7R_H48,a7o_l1_C0134_0949,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0134_0949__A7R_H72,a7o_l1_C0134_0949,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0134_0949__A7R_H96,a7o_l1_C0134_0949,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0134_0096__A7R_H4,a7o_l1_C0134_0096,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0134_0096__A7R_H8,a7o_l1_C0134_0096,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0096__A7R_H12,a7o_l1_C0134_0096,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0096__A7R_H24,a7o_l1_C0134_0096,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0096__A7R_H48,a7o_l1_C0134_0096,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0096__A7R_H72,a7o_l1_C0134_0096,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0096__A7R_H96,a7o_l1_C0134_0096,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0387__A7R_H4,a7o_l1_C0134_0387,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0134_0387__A7R_H8,a7o_l1_C0134_0387,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0387__A7R_H12,a7o_l1_C0134_0387,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0387__A7R_H24,a7o_l1_C0134_0387,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0387__A7R_H48,a7o_l1_C0134_0387,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0387__A7R_H72,a7o_l1_C0134_0387,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0134_0387__A7R_H96,a7o_l1_C0134_0387,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0137_1648__A7R_H4,a7o_l1_C0137_1648,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_1648__A7R_H8,a7o_l1_C0137_1648,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_1648__A7R_H12,a7o_l1_C0137_1648,12,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_1648__A7R_H24,a7o_l1_C0137_1648,24,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_1648__A7R_H48,a7o_l1_C0137_1648,48,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_1648__A7R_H72,a7o_l1_C0137_1648,72,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_1648__A7R_H96,a7o_l1_C0137_1648,96,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_0290__A7R_H4,a7o_l1_C0137_0290,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_0290__A7R_H8,a7o_l1_C0137_0290,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_0290__A7R_H12,a7o_l1_C0137_0290,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_0290__A7R_H24,a7o_l1_C0137_0290,24,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_0290__A7R_H48,a7o_l1_C0137_0290,48,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0137_0290__A7R_H72,a7o_l1_C0137_0290,72,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_residual_funding_negative,False,False
a7o_l1_C0137_0290__A7R_H96,a7o_l1_C0137_0290,96,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0137_0775__A7R_H4,a7o_l1_C0137_0775,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive,False,False
a7o_l1_C0137_0775__A7R_H8,a7o_l1_C0137_0775,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive,False,False
a7o_l1_C0137_0775__A7R_H12,a7o_l1_C0137_0775,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0137_0775__A7R_H24,a7o_l1_C0137_0775,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0137_0775__A7R_H48,a7o_l1_C0137_0775,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0137_0775__A7R_H72,a7o_l1_C0137_0775,72,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0137_0775__A7R_H96,a7o_l1_C0137_0775,96,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0140_1136__A7R_H4,a7o_l1_C0140_1136,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0140_1136__A7R_H8,a7o_l1_C0140_1136,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0140_1136__A7R_H12,a7o_l1_C0140_1136,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0140_1136__A7R_H24,a7o_l1_C0140_1136,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_1136__A7R_H48,a7o_l1_C0140_1136,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_1136__A7R_H72,a7o_l1_C0140_1136,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_1136__A7R_H96,a7o_l1_C0140_1136,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_0560__A7R_H4,a7o_l1_C0140_0560,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0140_0560__A7R_H8,a7o_l1_C0140_0560,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag2_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0140_0560__A7R_H12,a7o_l1_C0140_0560,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0140_0560__A7R_H24,a7o_l1_C0140_0560,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_0560__A7R_H48,a7o_l1_C0140_0560,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_0560__A7R_H72,a7o_l1_C0140_0560,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_0560__A7R_H96,a7o_l1_C0140_0560,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0140_1648__A7R_H4,a7o_l1_C0140_1648,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0140_1648__A7R_H8,a7o_l1_C0140_1648,8,A7R_HORIZON_HOLD,raw_validation_nonpositive,False,False
